dataset,Accuracy,RMSE,Fscore,Kappa,PRC,AUC,nInstances,nClasses,nAttributes,Algorithm,RunTime,avgMissCost,AvgTotalCost,median1,mean1,sdt1,skewness1,median2,mean2,sdt2,skewness2,median3,mean3,sdt3,skewness3,median4,mean4,sdt4,skewness4,SAR
pca_art03,33,0.48,0.19,0,0.39,0.5,100,3,4,ZeroR,1,0.67,6.7,0.771811013,0.297124039,0.000207002,0.193089354,0.899545695,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,0.45
pca_art03,68,0.44,0.68,0.5,0.7,0.8,100,3,4,IBk,3,0.48,4.8,0.771811013,0.297124039,0.000207002,0.193089354,0.899545695,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,0.68
pca_art03,60,0.45,0.59,0.4,0.78,0.81,100,3,4,KStar,63,0.5,5,0.771811013,0.297124039,0.000207002,0.193089354,0.899545695,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,0.65
pca_art03,55,0.41,0.48,0.33,0.84,0.85,100,3,4,LWL,22,0.55,5.5,0.771811013,0.297124039,0.000207002,0.193089354,0.899545695,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,0.66
pca_art03,69,0.35,0.67,0.51,0.86,0.88,100,3,4,NaiveBayes,4,0.4,4,0.771811013,0.297124039,0.000207002,0.193089354,0.899545695,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,0.74
pca_art03,54,0.42,0.46,0.33,0.64,0.73,100,3,4,AdaBoostM1,23,0.57,5.7,0.771811013,0.297124039,0.000207002,0.193089354,0.899545695,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,0.62
pca_art03,75,0.36,0.74,0.61,0.85,0.87,100,3,4,Bagging,37,0.33,3.3,0.771811013,0.297124039,0.000207002,0.193089354,0.899545695,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,0.76
pca_art03,33,0.49,0.19,0,0.39,0.5,100,3,4,Stacking,6,0.67,6.7,0.771811013,0.297124039,0.000207002,0.193089354,0.899545695,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,0.45
pca_art03,71,0.37,0.7,0.54,0.84,0.86,100,3,4,LogitBoost,42,0.4,4,0.771811013,0.297124039,0.000207002,0.193089354,0.899545695,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,0.73
pca_art03,69,0.4,0.69,0.52,0.79,0.83,100,3,4,RandomCommittee,59,0.48,4.8,0.771811013,0.297124039,0.000207002,0.193089354,0.899545695,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,0.71
pca_art03,33,0.49,0.19,0,0.39,0.5,100,3,4,Vote,2,0.67,6.7,0.771811013,0.297124039,0.000207002,0.193089354,0.899545695,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,0.45
pca_art03,71,0.36,0.69,0.54,0.86,0.88,100,3,4,Logistic,26,0.38,3.8,0.771811013,0.297124039,0.000207002,0.193089354,0.899545695,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,0.75
pca_art03,70,0.37,0.69,0.53,0.86,0.89,100,3,4,MultilayerPerceptron,752,0.39,3.9,0.771811013,0.297124039,0.000207002,0.193089354,0.899545695,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,0.74
pca_art03,73,0.34,0.71,0.58,0.87,0.88,100,3,4,SimpleLogistic,590,0.32,3.2,0.771811013,0.297124039,0.000207002,0.193089354,0.899545695,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,0.76
pca_art03,69,0.4,0.68,0.53,0.69,0.8,100,3,4,SMO,295,0.34,3.4,0.771811013,0.297124039,0.000207002,0.193089354,0.899545695,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,0.7
pca_art03,58,0.53,0.7,0.37,0.48,0.53,100,3,4,SVM,0.16,0.56,56,0.771870242,0.297124039,0.000229073,0.193089354,0.899545695,0.053358963,0.000509162,0.823930834,0.319670301,0.001107938,0.686465599,0.002493824,0.157400273,0.222222222,0.008101306,0.291383288,0.526666667
pca_art04,72,0.35,0.72,0.63,0.73,0.85,100,4,4,J48,33,0.45,4.5,0.771870242,0.297124039,0.000229073,0.917356912,0.756987229,0.053358963,0.000509162,0.823930834,0.319670301,0.001107938,0.686465599,0.002493824,0.157400273,0.222222222,0.008101306,0.291383288,0.74
pca_art04,34,0.42,0.23,0.13,0.44,0.68,100,4,4,DecisionStump,5,0.78,7.8,0.771870242,0.297124039,0.000229073,0.917356912,0.756987229,0.053358963,0.000509162,0.823930834,0.319670301,0.001107938,0.686465599,0.002493824,0.157400273,0.222222222,0.008101306,0.291383288,0.53
pca_art04,78,0.28,0.77,0.7,0.85,0.9,100,4,4,RandomForest,50,0.32,3.2,0.771870242,0.297124039,0.000229073,0.917356912,0.756987229,0.053358963,0.000509162,0.823930834,0.319670301,0.001107938,0.686465599,0.002493824,0.157400273,0.222222222,0.008101306,0.291383288,0.8
pca_art04,71,0.34,0.7,0.61,0.75,0.87,100,4,4,PART,18,0.42,4.2,0.771870242,0.297124039,0.000229073,0.917356912,0.756987229,0.053358963,0.000509162,0.823930834,0.319670301,0.001107938,0.686465599,0.002493824,0.157400273,0.222222222,0.008101306,0.291383288,0.75
pca_art04,66,0.35,0.66,0.54,0.75,0.83,100,4,4,DecisionTable,25,0.47,4.7,0.771870242,0.297124039,0.000229073,0.917356912,0.756987229,0.053358963,0.000509162,0.823930834,0.319670301,0.001107938,0.686465599,0.002493824,0.157400273,0.222222222,0.008101306,0.291383288,0.72
pca_art04,69,0.36,0.69,0.57,0.68,0.8,100,4,4,JRip,32,0.4,4,0.771870242,0.297124039,0.000229073,0.917356912,0.756987229,0.053358963,0.000509162,0.823930834,0.319670301,0.001107938,0.686465599,0.002493824,0.157400273,0.222222222,0.008101306,0.291383288,0.71
pca_art04,39,0.55,0.37,0.16,0.39,0.59,100,4,4,OneR,3,0.84,8.4,0.771870242,0.297124039,0.000229073,0.917356912,0.756987229,0.053358963,0.000509162,0.823930834,0.319670301,0.001107938,0.686465599,0.002493824,0.157400273,0.222222222,0.008101306,0.291383288,0.48
pca_art04,21,0.44,0.08,0,0.3,0.5,100,4,4,ZeroR,2,0.84,8.4,0.771870242,0.297124039,0.000229073,0.917356912,0.756987229,0.053358963,0.000509162,0.823930834,0.319670301,0.001107938,0.686465599,0.002493824,0.157400273,0.222222222,0.008101306,0.291383288,0.42
pca_art04,73,0.35,0.71,0.62,0.68,0.8,100,4,4,IBk,3,0.45,4.5,0.771870242,0.297124039,0.000229073,0.917356912,0.756987229,0.053358963,0.000509162,0.823930834,0.319670301,0.001107938,0.686465599,0.002493824,0.157400273,0.222222222,0.008101306,0.291383288,0.73
pca_art04,76,0.28,0.75,0.67,0.89,0.93,100,4,4,KStar,67,0.37,3.7,0.771870242,0.297124039,0.000229073,0.917356912,0.756987229,0.053358963,0.000509162,0.823930834,0.319670301,0.001107938,0.686465599,0.002493824,0.157400273,0.222222222,0.008101306,0.291383288,0.8
pca_art04,47,0.39,0.43,0.31,0.8,0.84,100,4,4,LWL,23,0.66,6.6,0.771870242,0.297124039,0.000229073,0.917356912,0.756987229,0.053358963,0.000509162,0.823930834,0.319670301,0.001107938,0.686465599,0.002493824,0.157400273,0.222222222,0.008101306,0.291383288,0.64
pca_art04,82,0.26,0.81,0.75,0.92,0.94,100,4,4,NaiveBayes,3,0.26,2.6,0.771870242,0.297124039,0.000229073,0.917356912,0.756987229,0.053358963,0.000509162,0.823930834,0.319670301,0.001107938,0.686465599,0.002493824,0.157400273,0.222222222,0.008101306,0.291383288,0.84
pca_art04,34,0.42,0.23,0.13,0.44,0.68,100,4,4,AdaBoostM1,8,0.78,7.8,0.771870242,0.297124039,0.000229073,0.917356912,0.756987229,0.053358963,0.000509162,0.823930834,0.319670301,0.001107938,0.686465599,0.002493824,0.157400273,0.222222222,0.008101306,0.291383288,0.53
pca_art04,72,0.32,0.72,0.62,0.88,0.91,100,4,4,Bagging,41,0.42,4.2,0.771870242,0.297124039,0.000229073,0.917356912,0.756987229,0.053358963,0.000509162,0.823930834,0.319670301,0.001107938,0.686465599,0.002493824,0.157400273,0.222222222,0.008101306,0.291383288,0.77
pca_art04,25,0.44,0.11,0,0.3,0.5,100,4,4,Stacking,5,0.75,7.5,0.771870242,0.297124039,0.000229073,0.917356912,0.756987229,0.053358963,0.000509162,0.823930834,0.319670301,0.001107938,0.686465599,0.002493824,0.157400273,0.222222222,0.008101306,0.291383288,0.44
pca_art04,75,0.28,0.74,0.66,0.91,0.95,100,4,4,LogitBoost,52,0.37,3.7,0.771870242,0.297124039,0.000229073,0.917356912,0.756987229,0.053358963,0.000509162,0.823930834,0.319670301,0.001107938,0.686465599,0.002493824,0.157400273,0.222222222,0.008101306,0.291383288,0.8
pca_art04,75,0.29,0.75,0.66,0.88,0.91,100,4,4,RandomCommittee,62,0.39,3.9,0.771870242,0.297124039,0.000229073,0.917356912,0.756987229,0.053358963,0.000509162,0.823930834,0.319670301,0.001107938,0.686465599,0.002493824,0.157400273,0.222222222,0.008101306,0.291383288,0.79
pca_art04,25,0.44,0.11,0,0.3,0.5,100,4,4,Vote,2,0.75,7.5,0.771870242,0.297124039,0.000229073,0.917356912,0.756987229,0.053358963,0.000509162,0.823930834,0.319670301,0.001107938,0.686465599,0.002493824,0.157400273,0.222222222,0.008101306,0.291383288,0.44
pca_art04,65,0.33,0.64,0.52,0.85,0.9,100,4,4,Logistic,37,0.53,5.3,0.771870242,0.297124039,0.000229073,0.917356912,0.756987229,0.053358963,0.000509162,0.823930834,0.319670301,0.001107938,0.686465599,0.002493824,0.157400273,0.222222222,0.008101306,0.291383288,0.74
pca_art04,66,0.35,0.65,0.53,0.79,0.85,100,4,4,MultilayerPerceptron,1061,0.52,5.2,0.771870242,0.297124039,0.000229073,0.917356912,0.756987229,0.053358963,0.000509162,0.823930834,0.319670301,0.001107938,0.686465599,0.002493824,0.157400273,0.222222222,0.008101306,0.291383288,0.72
pca_art04,65,0.34,0.64,0.52,0.83,0.89,100,4,4,SimpleLogistic,784,0.53,5.3,0.771870242,0.297124039,0.000229073,0.917356912,0.756987229,0.053358963,0.000509162,0.823930834,0.319670301,0.001107938,0.686465599,0.002493824,0.157400273,0.222222222,0.008101306,0.291383288,0.73
pca_art04,53,0.38,0.5,0.37,0.65,0.84,100,4,4,SMO,580,0.59,5.9,0.771870242,0.297124039,0.000229073,0.917356912,0.756987229,0.053358963,0.000509162,0.823930834,0.319670301,0.001107938,0.686465599,0.002493824,0.157400273,0.222222222,0.008101306,0.291383288,0.66
pca_art04,77,0.34,0.77,0.69,0.67,0.85,100,4,4,SVM,0.32,0.28,28,0.771830855,0.474511526,0.000157288,0.917356912,0.756987229,0.063654268,0.000311353,0.824247261,0.73598511,0.000755556,0.687240959,0.002238251,0.158056322,0.388888889,0.004599731,0.293374862,0.76
pca_art05,72,0.46,0.71,0.45,0.72,0.69,100,2,4,J48,7,0.34,3.4,0.771830855,0.474511526,0.000157288,0.125417315,0.160184391,0.063654268,0.000311353,0.824247261,0.73598511,0.000755556,0.687240959,0.002238251,0.158056322,0.388888889,0.004599731,0.293374862,0.65
pca_art05,69,0.48,0.67,0.35,0.66,0.68,100,2,4,DecisionStump,2,0.4,4,0.771830855,0.474511526,0.000157288,0.125417315,0.160184391,0.063654268,0.000311353,0.824247261,0.73598511,0.000755556,0.687240959,0.002238251,0.158056322,0.388888889,0.004599731,0.293374862,0.63
pca_art05,80,0.38,0.8,0.59,0.87,0.86,100,2,4,RandomForest,35,0.27,2.7,0.771830855,0.474511526,0.000157288,0.125417315,0.160184391,0.063654268,0.000311353,0.824247261,0.73598511,0.000755556,0.687240959,0.002238251,0.158056322,0.388888889,0.004599731,0.293374862,0.76
pca_art05,73,0.45,0.71,0.44,0.71,0.69,100,2,4,PART,8,0.31,3.1,0.771830855,0.474511526,0.000157288,0.125417315,0.160184391,0.063654268,0.000311353,0.824247261,0.73598511,0.000755556,0.687240959,0.002238251,0.158056322,0.388888889,0.004599731,0.293374862,0.65
pca_art05,67,0.48,0.64,0.31,0.65,0.66,100,2,4,DecisionTable,18,0.4,4,0.771830855,0.474511526,0.000157288,0.125417315,0.160184391,0.063654268,0.000311353,0.824247261,0.73598511,0.000755556,0.687240959,0.002238251,0.158056322,0.388888889,0.004599731,0.293374862,0.62
pca_art05,74,0.45,0.72,0.47,0.71,0.73,100,2,4,JRip,17,0.34,3.4,0.771830855,0.474511526,0.000157288,0.125417315,0.160184391,0.063654268,0.000311353,0.824247261,0.73598511,0.000755556,0.687240959,0.002238251,0.158056322,0.388888889,0.004599731,0.293374862,0.67
pca_art05,74,0.48,0.72,0.48,0.72,0.74,100,2,4,OneR,2,0.29,2.9,0.771830855,0.474511526,0.000157288,0.125417315,0.160184391,0.063654268,0.000311353,0.824247261,0.73598511,0.000755556,0.687240959,0.002238251,0.158056322,0.388888889,0.004599731,0.293374862,0.67
pca_art05,50,0.53,0.34,0,0.52,0.5,100,2,4,ZeroR,1,0.5,5,0.771830855,0.474511526,0.000157288,0.125417315,0.160184391,0.063654268,0.000311353,0.824247261,0.73598511,0.000755556,0.687240959,0.002238251,0.158056322,0.388888889,0.004599731,0.293374862,0.49
pca_art05,69,0.54,0.68,0.38,0.68,0.7,100,2,4,IBk,2,0.46,4.6,0.771830855,0.474511526,0.000157288,0.125417315,0.160184391,0.063654268,0.000311353,0.824247261,0.73598511,0.000755556,0.687240959,0.002238251,0.158056322,0.388888889,0.004599731,0.293374862,0.62
pca_art05,60,0.53,0.58,0.22,0.87,0.83,100,2,4,KStar,64,0.49,4.9,0.771830855,0.474511526,0.000157288,0.125417315,0.160184391,0.063654268,0.000311353,0.824247261,0.73598511,0.000755556,0.687240959,0.002238251,0.158056322,0.388888889,0.004599731,0.293374862,0.63
pca_art05,74,0.44,0.73,0.45,0.87,0.83,100,2,4,LWL,17,0.36,3.6,0.771830855,0.474511526,0.000157288,0.125417315,0.160184391,0.063654268,0.000311353,0.824247261,0.73598511,0.000755556,0.687240959,0.002238251,0.158056322,0.388888889,0.004599731,0.293374862,0.71
pca_art05,79,0.36,0.78,0.56,0.9,0.87,100,2,4,NaiveBayes,3,0.24,2.4,0.771830855,0.474511526,0.000157288,0.125417315,0.160184391,0.063654268,0.000311353,0.824247261,0.73598511,0.000755556,0.687240959,0.002238251,0.158056322,0.388888889,0.004599731,0.293374862,0.76
pca_art05,77,0.38,0.76,0.53,0.88,0.85,100,2,4,AdaBoostM1,26,0.29,2.9,0.771830855,0.474511526,0.000157288,0.125417315,0.160184391,0.063654268,0.000311353,0.824247261,0.73598511,0.000755556,0.687240959,0.002238251,0.158056322,0.388888889,0.004599731,0.293374862,0.74
pca_art05,79,0.38,0.78,0.57,0.92,0.9,100,2,4,Bagging,31,0.26,2.6,0.771830855,0.474511526,0.000157288,0.125417315,0.160184391,0.063654268,0.000311353,0.824247261,0.73598511,0.000755556,0.687240959,0.002238251,0.158056322,0.388888889,0.004599731,0.293374862,0.77
pca_art05,50,0.55,0.34,0,0.52,0.5,100,2,4,Stacking,5,0.5,5,0.771830855,0.474511526,0.000157288,0.125417315,0.160184391,0.063654268,0.000311353,0.824247261,0.73598511,0.000755556,0.687240959,0.002238251,0.158056322,0.388888889,0.004599731,0.293374862,0.48
pca_art05,75,0.4,0.75,0.48,0.86,0.82,100,2,4,LogitBoost,27,0.34,3.4,0.771830855,0.474511526,0.000157288,0.125417315,0.160184391,0.063654268,0.000311353,0.824247261,0.73598511,0.000755556,0.687240959,0.002238251,0.158056322,0.388888889,0.004599731,0.293374862,0.72
pca_art05,76,0.43,0.76,0.48,0.8,0.77,100,2,4,RandomCommittee,49,0.33,3.3,0.771830855,0.474511526,0.000157288,0.125417315,0.160184391,0.063654268,0.000311353,0.824247261,0.73598511,0.000755556,0.687240959,0.002238251,0.158056322,0.388888889,0.004599731,0.293374862,0.7
pca_art05,50,0.55,0.34,0,0.52,0.5,100,2,4,Vote,1,0.5,5,0.771830855,0.474511526,0.000157288,0.125417315,0.160184391,0.063654268,0.000311353,0.824247261,0.73598511,0.000755556,0.687240959,0.002238251,0.158056322,0.388888889,0.004599731,0.293374862,0.48
pca_art05,76,0.36,0.75,0.51,0.9,0.87,100,2,4,Logistic,14,0.3,3,0.771830855,0.474511526,0.000157288,0.125417315,0.160184391,0.063654268,0.000311353,0.824247261,0.73598511,0.000755556,0.687240959,0.002238251,0.158056322,0.388888889,0.004599731,0.293374862,0.76
pca_art05,79,0.39,0.78,0.55,0.87,0.83,100,2,4,MultilayerPerceptron,626,0.27,2.7,0.771830855,0.474511526,0.000157288,0.125417315,0.160184391,0.063654268,0.000311353,0.824247261,0.73598511,0.000755556,0.687240959,0.002238251,0.158056322,0.388888889,0.004599731,0.293374862,0.74
pca_art05,79,0.38,0.78,0.56,0.91,0.87,100,2,4,SimpleLogistic,381,0.23,2.3,0.771830855,0.474511526,0.000157288,0.125417315,0.160184391,0.063654268,0.000311353,0.824247261,0.73598511,0.000755556,0.687240959,0.002238251,0.158056322,0.388888889,0.004599731,0.293374862,0.76
pca_art05,73,0.49,0.7,0.44,0.72,0.73,100,2,4,SMO,102,0.28,2.8,0.771830855,0.474511526,0.000157288,0.125417315,0.160184391,0.063654268,0.000311353,0.824247261,0.73598511,0.000755556,0.687240959,0.002238251,0.158056322,0.388888889,0.004599731,0.293374862,0.66
pca_art05,67,0.57,0.66,0.34,0.62,0.67,100,2,4,SVM,0.1,0.39,39,0.771942036,0.368079034,0.000245221,0.125417315,0.160184391,0.047819167,0.00040111,0.824961354,0.438617389,0.000935339,0.679753011,0.002414317,0.158533269,0.5,0.005370458,0.290657281,0.59
pca_art06,80,0.26,0.79,0.71,0.83,0.89,100,4,4,J48,10,0.28,2.8,0.771942036,0.368079034,0.000245221,0.975875377,0.666386387,0.047819167,0.00040111,0.824961354,0.438617389,0.000935339,0.679753011,0.002414317,0.158533269,0.5,0.005370458,0.290657281,0.81
pca_art06,46,0.41,0.36,0.26,0.54,0.71,100,4,4,DecisionStump,3,0.58,5.8,0.771942036,0.368079034,0.000245221,0.975875377,0.666386387,0.047819167,0.00040111,0.824961354,0.438617389,0.000935339,0.679753011,0.002414317,0.158533269,0.5,0.005370458,0.290657281,0.59
pca_art06,78,0.26,0.77,0.68,0.88,0.92,100,4,4,RandomForest,39,0.32,3.2,0.771942036,0.368079034,0.000245221,0.975875377,0.666386387,0.047819167,0.00040111,0.824961354,0.438617389,0.000935339,0.679753011,0.002414317,0.158533269,0.5,0.005370458,0.290657281,0.81
pca_art06,82,0.23,0.81,0.73,0.84,0.9,100,4,4,PART,19,0.25,2.5,0.771942036,0.368079034,0.000245221,0.975875377,0.666386387,0.047819167,0.00040111,0.824961354,0.438617389,0.000935339,0.679753011,0.002414317,0.158533269,0.5,0.005370458,0.290657281,0.83
pca_art06,61,0.34,0.59,0.43,0.76,0.84,100,4,4,DecisionTable,24,0.52,5.2,0.771942036,0.368079034,0.000245221,0.975875377,0.666386387,0.047819167,0.00040111,0.824961354,0.438617389,0.000935339,0.679753011,0.002414317,0.158533269,0.5,0.005370458,0.290657281,0.7
pca_art06,79,0.29,0.79,0.69,0.79,0.88,100,4,4,JRip,26,0.26,2.6,0.771942036,0.368079034,0.000245221,0.975875377,0.666386387,0.047819167,0.00040111,0.824961354,0.438617389,0.000935339,0.679753011,0.002414317,0.158533269,0.5,0.005370458,0.290657281,0.79
pca_art06,43,0.53,0.38,0.24,0.47,0.63,100,4,4,OneR,2,0.69,6.9,0.771942036,0.368079034,0.000245221,0.975875377,0.666386387,0.047819167,0.00040111,0.824961354,0.438617389,0.000935339,0.679753011,0.002414317,0.158533269,0.5,0.005370458,0.290657281,0.51
pca_art06,25,0.44,0.14,0,0.35,0.5,100,4,4,ZeroR,1,0.75,7.5,0.771942036,0.368079034,0.000245221,0.975875377,0.666386387,0.047819167,0.00040111,0.824961354,0.438617389,0.000935339,0.679753011,0.002414317,0.158533269,0.5,0.005370458,0.290657281,0.44
pca_art06,80,0.25,0.8,0.72,0.81,0.85,100,4,4,IBk,3,0.32,3.2,0.771942036,0.368079034,0.000245221,0.975875377,0.666386387,0.047819167,0.00040111,0.824961354,0.438617389,0.000935339,0.679753011,0.002414317,0.158533269,0.5,0.005370458,0.290657281,0.8
pca_art06,76,0.28,0.76,0.65,0.87,0.91,100,4,4,KStar,67,0.33,3.3,0.771942036,0.368079034,0.000245221,0.975875377,0.666386387,0.047819167,0.00040111,0.824961354,0.438617389,0.000935339,0.679753011,0.002414317,0.158533269,0.5,0.005370458,0.290657281,0.8
pca_art06,55,0.36,0.48,0.38,0.89,0.9,100,4,4,LWL,22,0.47,4.7,0.771942036,0.368079034,0.000245221,0.975875377,0.666386387,0.047819167,0.00040111,0.824961354,0.438617389,0.000935339,0.679753011,0.002414317,0.158533269,0.5,0.005370458,0.290657281,0.7
pca_art06,79,0.25,0.79,0.69,0.94,0.96,100,4,4,NaiveBayes,3,0.3,3,0.771942036,0.368079034,0.000245221,0.975875377,0.666386387,0.047819167,0.00040111,0.824961354,0.438617389,0.000935339,0.679753011,0.002414317,0.158533269,0.5,0.005370458,0.290657281,0.83
pca_art06,46,0.41,0.36,0.26,0.54,0.71,100,4,4,AdaBoostM1,9,0.58,5.8,0.771942036,0.368079034,0.000245221,0.975875377,0.666386387,0.047819167,0.00040111,0.824961354,0.438617389,0.000935339,0.679753011,0.002414317,0.158533269,0.5,0.005370458,0.290657281,0.59
pca_art06,80,0.27,0.81,0.71,0.9,0.93,100,4,4,Bagging,37,0.28,2.8,0.771942036,0.368079034,0.000245221,0.975875377,0.666386387,0.047819167,0.00040111,0.824961354,0.438617389,0.000935339,0.679753011,0.002414317,0.158533269,0.5,0.005370458,0.290657281,0.82
pca_art06,19,0.45,0.09,0,0.35,0.5,100,4,4,Stacking,4,0.9,9,0.771942036,0.368079034,0.000245221,0.975875377,0.666386387,0.047819167,0.00040111,0.824961354,0.438617389,0.000935339,0.679753011,0.002414317,0.158533269,0.5,0.005370458,0.290657281,0.41
pca_art06,73,0.29,0.74,0.6,0.89,0.93,100,4,4,LogitBoost,52,0.44,4.4,0.771942036,0.368079034,0.000245221,0.975875377,0.666386387,0.047819167,0.00040111,0.824961354,0.438617389,0.000935339,0.679753011,0.002414317,0.158533269,0.5,0.005370458,0.290657281,0.79
pca_art06,81,0.25,0.82,0.73,0.88,0.92,100,4,4,RandomCommittee,56,0.32,3.2,0.771942036,0.368079034,0.000245221,0.975875377,0.666386387,0.047819167,0.00040111,0.824961354,0.438617389,0.000935339,0.679753011,0.002414317,0.158533269,0.5,0.005370458,0.290657281,0.83
pca_art06,19,0.45,0.09,0,0.35,0.5,100,4,4,Vote,2,0.9,9,0.771942036,0.368079034,0.000245221,0.975875377,0.666386387,0.047819167,0.00040111,0.824961354,0.438617389,0.000935339,0.679753011,0.002414317,0.158533269,0.5,0.005370458,0.290657281,0.41
pca_art06,78,0.26,0.78,0.69,0.9,0.92,100,4,4,Logistic,53,0.32,3.2,0.771942036,0.368079034,0.000245221,0.975875377,0.666386387,0.047819167,0.00040111,0.824961354,0.438617389,0.000935339,0.679753011,0.002414317,0.158533269,0.5,0.005370458,0.290657281,0.81
pca_art06,82,0.25,0.82,0.74,0.9,0.93,100,4,4,MultilayerPerceptron,1038,0.25,2.5,0.771942036,0.368079034,0.000245221,0.975875377,0.666386387,0.047819167,0.00040111,0.824961354,0.438617389,0.000935339,0.679753011,0.002414317,0.158533269,0.5,0.005370458,0.290657281,0.83
pca_art06,79,0.25,0.79,0.69,0.95,0.96,100,4,4,SimpleLogistic,735,0.27,2.7,0.771942036,0.368079034,0.000245221,0.975875377,0.666386387,0.047819167,0.00040111,0.824961354,0.438617389,0.000935339,0.679753011,0.002414317,0.158533269,0.5,0.005370458,0.290657281,0.83
pca_art06,76,0.35,0.75,0.65,0.78,0.9,100,4,4,SMO,595,0.28,2.8,0.771942036,0.368079034,0.000245221,0.975875377,0.666386387,0.047819167,0.00040111,0.824961354,0.438617389,0.000935339,0.679753011,0.002414317,0.158533269,0.5,0.005370458,0.290657281,0.77
pca_art06,84,0.28,0.84,0.79,0.76,0.89,100,4,4,SVM,0.3,0.19,19,0.771938556,0.368079034,0.000138117,0.975875377,0.666386387,0.043844978,0.000312241,0.825541694,0.676511566,0.000638924,0.681102325,0.001798397,0.157258285,0.333333333,0.003763938,0.291284351,0.816666667
pca_art08,52,0.43,0.51,0.37,0.62,0.73,100,4,4,J48,24,0.69,6.9,0.771938556,0.368079034,0.000138117,0.919847274,0.125599938,0.043844978,0.000312241,0.825541694,0.676511566,0.000638924,0.681102325,0.001798397,0.157258285,0.333333333,0.003763938,0.291284351,0.61
pca_art08,34,0.43,0.23,0.17,0.42,0.65,100,4,4,DecisionStump,5,0.83,8.3,0.771938556,0.368079034,0.000138117,0.919847274,0.125599938,0.043844978,0.000312241,0.825541694,0.676511566,0.000638924,0.681102325,0.001798397,0.157258285,0.333333333,0.003763938,0.291284351,0.52
pca_art08,61,0.36,0.62,0.46,0.76,0.83,100,4,4,RandomForest,50,0.59,5.9,0.771938556,0.368079034,0.000138117,0.919847274,0.125599938,0.043844978,0.000312241,0.825541694,0.676511566,0.000638924,0.681102325,0.001798397,0.157258285,0.333333333,0.003763938,0.291284351,0.69
pca_art08,60,0.41,0.57,0.45,0.63,0.74,100,4,4,PART,21,0.61,6.1,0.771938556,0.368079034,0.000138117,0.919847274,0.125599938,0.043844978,0.000312241,0.825541694,0.676511566,0.000638924,0.681102325,0.001798397,0.157258285,0.333333333,0.003763938,0.291284351,0.64
pca_art08,63,0.37,0.61,0.5,0.7,0.79,100,4,4,DecisionTable,19,0.49,4.9,0.771938556,0.368079034,0.000138117,0.919847274,0.125599938,0.043844978,0.000312241,0.825541694,0.676511566,0.000638924,0.681102325,0.001798397,0.157258285,0.333333333,0.003763938,0.291284351,0.68
pca_art08,53,0.41,0.5,0.36,0.57,0.74,100,4,4,JRip,31,0.6,6,0.771938556,0.368079034,0.000138117,0.919847274,0.125599938,0.043844978,0.000312241,0.825541694,0.676511566,0.000638924,0.681102325,0.001798397,0.157258285,0.333333333,0.003763938,0.291284351,0.62
pca_art08,51,0.48,0.47,0.32,0.5,0.66,100,4,4,OneR,2,0.65,6.5,0.771938556,0.368079034,0.000138117,0.919847274,0.125599938,0.043844978,0.000312241,0.825541694,0.676511566,0.000638924,0.681102325,0.001798397,0.157258285,0.333333333,0.003763938,0.291284351,0.56
pca_art08,25,0.44,0.12,0,0.31,0.5,100,4,4,ZeroR,1,0.75,7.5,0.771938556,0.368079034,0.000138117,0.919847274,0.125599938,0.043844978,0.000312241,0.825541694,0.676511566,0.000638924,0.681102325,0.001798397,0.157258285,0.333333333,0.003763938,0.291284351,0.44
